번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1827,180400,캔서롭,137209,기타 과학기술 서비스업,"23,078,062","11,539,031,000","500",원(KRW),02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",2367
1828,050110,캠시스,032602,전자부품 제조업,"68,527,952","34,263,976,000","500",원(KRW),070-4680-2500,인천광역시 연수구  벤처로100번길 26 ,2367
1829,109070,컨버즈,031702,"골판지, 종이 상자 및 종이용기 제조업","3,590,507","1,795,253,500","500",원(KRW),070-4858-4652,충청남도 당진시 시곡로 307 -,2367
1830,900310,컬러레이,116409,기타 금융업,"54,000,000","336,160,634","0",중국위안(CNY),+86-572-8832188,"Room 1501, 15F, SPA Centre, 53-55 Lockhart Road, Wanchai, Hong Kong. &nbsp",2367
1831,078340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000","500",원(KRW),02-6292-6000,서울특별시 금천구  가산디지털1로 131 ,2367
1832,307930,컴퍼니케이,116409,기타 금융업,"15,610,000","9,755,000,000","500",원(KRW),02-568-8470,서울특별시 강남구 테헤란로 620 에이동 14층 ,2367
1833,263700,케어랩스,105802,소프트웨어 개발 및 공급업,"16,627,080","8,313,540,000","500",원(KRW),02-6929-2340,서울특별시 강남구 역삼로3길 13 케어랩스타워 9층,2367
1834,327970,케어룸의료산업,032701,의료용 기기 제조업,"1,000,000","500,000,000","500",원(KRW),053-287-5757,경상북도 경산시 진량읍 공단4로 58 ,2367
1835,214370,케어젠,032101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000","500",원(KRW),031-420-9242,경기도 안양시 동안구 엘에스로91번길 46-38 ,2367
1836,221980,케이디켐,032004,기타 화학제품 제조업,"4,034,800","2,017,400,000","500",원(KRW),043-543-8430,충청북도 보은군 보은읍 매화구인로 345 &nbsp,2367
1837,043290,케이맥,032902,특수 목적용 기계 제조업,"37,161,291","3,716,129,100","100",원(KRW),0429303800,대전광역시 유성구 테크노8로 33 ,2367
1838,317030,케이비17호스팩,116601,금융 지원 서비스업,"5,461,000","546,100,000","100",원(KRW),02-312-3380,"서울특별시 마포구 마포대로 208 301호(아현동, 효성인텔리안)",2367
1839,001620,케이비아이동국실업,033003,자동차 신품 부품 제조업,"66,042,072","33,021,036,000","500",원(KRW),02-754-2961,서울특별시 용산구  한강대로 350 ,2367
1840,323940,케이비제18호스팩,116601,금융 지원 서비스업,"7,822,000","782,200,000","100",원(KRW),02-2699-7433,"서울특별시 양천구 신정중앙로 63, 205호 ",2367
1841,330990,케이비제19호스팩,116601,금융 지원 서비스업,"4,301,000","430,100,000","100",원(KRW),027867551,"서울특별시 영등포구 의사당대로1길 25, 905(여의도동) ",2367
1842,342550,케이비제20호스팩,116601,금융 지원 서비스업,"6,501,000","650,100,000","100",원(KRW),02-523-8333,"서울특별시 강남구 선릉로90길 40, 8층 (대치동, 예감빌딩) ",2367
1843,192250,케이사인,105802,소프트웨어 개발 및 공급업,"64,671,257","6,467,125,700","100",원(KRW),02-591-2390,"서울특별시 강남구 논현로64길 18 경풍빌딩 3,4,5층",2367
1844,029460,케이씨,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","13,554,044","6,777,022,000","500",원(KRW),031-670-8900,경기도 안성시  미양면 제2공단2길 39 ,2367
1845,002380,케이씨씨,032004,기타 화학제품 제조업,"8,886,471","48,084,660,000","5,000",원(KRW),02-3480-5000,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,2367
1846,344820,케이씨씨글라스,032301,유리 및 유리제품 제조업,"8,350,210","8,350,210,000","1,000",원(KRW),,서울특별시 서초구 강남대로 587(잠원동) ,2367
1847,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000","500",원(KRW),02-6377-5221,경상북도 구미시 3공단1로 284 (임수동),2367
1848,281820,케이씨텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,839,340","9,919,670,000","500",원(KRW),031-670-8000,경기도 안성시 미양면 제2공단3길 30 ,2367
1849,089150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000","500",원(KRW),02-6377-5622,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩 ,2367
1850,009070,케이씨티시,084903,도로 화물 운송업,"30,000,000","15,000,000,000","500",원(KRW),02-310-0700,서울특별시 중구 남대문로 63 한진빌딩 ,2367
1851,025880,케이씨피드,031008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000","500",원(KRW),054-332-6511,경상북도 영천시 금호읍 금호로 320 ,2367
1852,093320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000","500",원(KRW),02-2187-6373,"서울특별시 서초구 서초대로 396 21층 (서초동, 강남빌딩) ",2367
1853,073010,케이에스피,032901,일반 목적용 기계 제조업,"36,192,257","18,096,128,500","500",원(KRW),(051)831-6270,부산광역시 강서구  녹산산단381로86번길 43 ,2367
1854,105330,케이엔더블유,032602,전자부품 제조업,"5,661,347","2,830,673,500","500",원(KRW),031-950-0200,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,2367
1855,272110,케이엔제이,032902,특수 목적용 기계 제조업,"6,305,432","3,152,716,000","500",원(KRW),070-7201-8512,충청남도 아산시 둔포면 아산밸리북로 121 (주)케이엔제이,2367
1856,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000","500",원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14) ,2367
1857,083550,케이엠,031309,기타 섬유제품 제조업,"10,282,028","5,141,014,000","500",원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 ,2367
1858,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"39,820,883","19,910,441,500","500",원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,2367
1859,225430,케이엠제약,032004,기타 화학제품 제조업,"21,387,050","2,138,705,000","100",원(KRW),02-6915-5342,경기도 평택시 포승읍 평택항로268번길 121 -,2367
1860,145270,케이탑리츠,126801,부동산 임대 및 공급업,"46,224,127","46,224,127,000","1,000",원(KRW),02-783-5858,서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,2367
1861,030200,케이티,106102,전기 통신업,"261,111,808","1,564,498,835,000","5,000",원(KRW),031-727-0114,경기도 성남시 분당구 불정로 90 KT 본사 ,2367
1862,053210,케이티스카이라이프,106002,텔레비전 방송업,"47,821,966","119,554,915,000","2,500",원(KRW),02-2003-3000,"서울특별시 마포구 매봉산로 758층, 9층 ",2367
1863,033780,케이티앤지,031201,담배 제조업,"137,292,497","954,959,485,000","5,000",원(KRW),042-939-5000,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,2367
1864,064820,케이프,033101,선박 및 보트 건조업,"28,661,980","14,330,990,000","500",원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303  ,2367
1865,347140,케이프이에스제4호,116409,기타 금융업,"3,009,000","300,900,000","100",원(KRW),,"서울특별시 영등포구 국제금융로2길 25, 8층 ",2367
1866,256940,케이피에스,032902,특수 목적용 기계 제조업,"15,213,588","7,606,794,000","500",원(KRW),031-8041-5411,경기도 화성시 동탄면 동탄산단10길 52 &nbsp,2367
1867,024880,케이피에프,032509,기타 금속 가공제품 제조업,"17,449,357","8,724,678,500","500",원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,2367
1868,042040,케이피엠테크,032004,기타 화학제품 제조업,"119,744,185","11,974,418,500","100",원(KRW),(031)489-4100,경기 안산시 원시동 816-2 ,2367
1869,054410,케이피티유,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000","500",원(KRW),031-831-3000,경기도 화성시 정남면 괘랑2길 1 ,2367
1870,274090,켄코아에어로스페이스,033103,"항공기,우주선 및 부품 제조업","9,009,832","4,504,916,000","500",원(KRW),055-855-4130,경상남도 사천시 사남면 외국기업로 152-44 ,2367
1871,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000","100",원(KRW),031-888-6634,경기도 용인시 처인구 양지면 남평로 240 (주)켐온,2367
1872,089010,켐트로닉스,032004,기타 화학제품 제조업,"14,572,295","7,286,147,500","500",원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31 ,2367
1873,220260,켐트로스,032004,기타 화학제품 제조업,"26,323,057","2,632,305,700","100",원(KRW),031-491-0653,경기도 안산시 단원구 능안로 7 -,2367
1874,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000","500",원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,2367
1875,033110,코너스톤네트웍스,074701,종합 소매업,"129,772,391","64,886,195,500","500",원(KRW),031 -730 -7332,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리2차)",2367
1876,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500","100",원(KRW),02-3476-4200,"서울특별시 강남구 학동로 155(논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층) ",2367
1877,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000","500",원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8 ,2367
1878,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000","500",원(KRW),02-2239-1414,"서울특별시 강남구 강남대로136길 64 (논현동, 신평빌딩) ",2367
1879,078940,코드네이처,064203,전기 및 통신 공사업,"30,151,608","15,075,804,000","500",원(KRW),070-4035-4576,서울특별시 성동구 성수이로 51 서울숲한라시그마밸리1차 505-507호(성수동2가),2367
1880,080530,코디,032004,기타 화학제품 제조업,"23,907,878","11,953,939,000","500",원(KRW),031-322-7788,"경기도 용인시 수지구 광교중앙로 338 A동(상현동, 광교우미뉴브) -호실(총12개):A301, A302, A303, A304, A308, A309, A310, A315, A316, A317, A319, A320 ",2367
1881,224060,코디엠,032902,특수 목적용 기계 제조업,"210,602,198","21,060,219,800","100",원(KRW),0416209000,충청남도 천안시 서북구 백석공단2길 62 ,2367
1882,078650,코렌,032703,사진장비 및 광학기기 제조업,"44,675,373","22,337,686,500","500",원(KRW),031-740-6800,경기도 성남시 중원구 사기막골로 90 (상대원동) 1층 (주)코렌,2367
1883,104540,코렌텍,032701,의료용 기기 제조업,"10,587,341","5,293,670,500","500",원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12 ,2367
1884,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000","500",원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6 ,2367
1885,290510,코리아센터,105802,소프트웨어 개발 및 공급업,"24,031,048","2,450,024,800","100",원(KRW),02-2026-2300,서울특별시 금천구 가산디지털1로 168 A동 1401호 &nbsp,2367
1886,007810,코리아써키트,032602,전자부품 제조업,"23,620,751","13,684,570,000","500",원(KRW),031-491-3061,경기도 안산시 단원구  강촌로139번길 9 ,2367
1887,190650,코리아에셋투자증권,116409,기타 금융업,"6,388,000","31,940,000,000","5,000",원(KRW),02-550-6200,서울특별시 영등포구 여의나루로 57 &nbsp,2367
1888,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000","200",원(KRW),031-466-4822,경기도 광주시  오포읍 오포안로 46-10 ,2367
1889,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400","100",원(KRW),070-7093-1500,경기도 안성시 원곡면 섬바위길 23 ,2367
1890,152330,코리아오토글라스,032301,유리 및 유리제품 제조업,"20,000,000","100,000,000,000","5,000",원(KRW),044-860-5000,세종특별자치시  전의면 산단길 134 ,2367
1891,003690,코리안리,116502,재 보험업,"120,369,116","60,184,558,000","500",원(KRW),02-3702-6000,서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩,2367
1892,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,991,767","7,495,883,500","500",원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494 ,2367
1893,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000","500",원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,2367
1894,183300,코미코,032902,특수 목적용 기계 제조업,"9,020,453","4,510,226,500","500",원(KRW),031-8056-5800,경기도 안성시 모산로 8 ,2367
1895,041960,코미팜,032102,의약품 제조업,"64,185,876","6,418,587,600","100",원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,2367
1896,089890,코세스,032902,특수 목적용 기계 제조업,"16,851,962","8,425,981,000","500",원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,2367
1897,009730,코센,032401,1차 철강 제조업,"120,066,527","60,033,263,500","500",원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,2367
1898,189350,코셋,032604,통신 및 방송 장비 제조업,"4,000,000","2,000,000,000","500",원(KRW),062-975-8811,광주광역시 북구  첨단벤처로60번길 39 ,2367
1899,082660,코스나인,032604,통신 및 방송 장비 제조업,"21,385,834","10,692,917,000","500",원(KRW),02-6350-1792,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인,2367
1900,192820,코스맥스,032004,기타 화학제품 제조업,"10,049,509","5,024,754,500","500",원(KRW),031-359-0300,"경기도 화성시  향남읍 제약공단1길 27, 2길 46 ",2367
1901,044820,코스맥스비티아이,116409,기타 금융업,"9,603,921","4,801,960,500","500",원(KRW),031-789-3000,"경기도 성남시 분당구 판교로 255 에프-801(삼평동,판교이노밸리)",2367
1902,222040,코스맥스엔비티,031007,기타 식품 제조업,"20,628,000","10,314,000,000","500",원(KRW),02-3474-8527,서울특별시 강남구 테헤란로 145 우신빌딩 10층 ,2367
1903,241710,코스메카코리아,032004,기타 화학제품 제조업,"10,680,000","5,340,000,000","500",원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,2367
1904,005070,코스모신소재,032004,기타 화학제품 제조업,"29,247,965","29,247,965,000","1,000",원(KRW),043-850-1114,충청북도 충주시 충주호수로 36 (목행동) 코스모신소재 주식회사,2367
1905,005420,코스모화학,032004,기타 화학제품 제조업,"26,110,825","26,110,825,000","1,000",원(KRW),052-231-6700,서울특별시 서초구  반포대로 43 코스모빌딩 5층,2367
1906,069110,코스온,032004,기타 화학제품 제조업,"18,697,161","9,348,580,500","500",원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",2367
1907,071950,코아스,033201,가구 제조업,"30,907,210","15,453,605,000","500",원(KRW),02-2692-2360,서울특별시 영등포구 선유로52길 17 ,2367
1908,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000","500",원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),2367
